0,0,5,874965478
0,1,5,874965478
0,2,5,874965518
0,3,4,874965556
0,4,5,874965677
0,5,5,874965677
0,6,4,874965678
0,7,5,874965706
0,8,4,874965706
0,9,5,874965706
0,10,3,874965739
0,11,5,874965739
0,12,5,874965739
0,13,5,874965758
0,14,5,874965905
0,15,4,874965954
0,16,4,874965954
0,17,5,874965954
0,18,5,874965970
0,19,4,874965970
0,20,3,875071421
0,21,5,875071484
0,22,5,875071484
0,23,5,875071484
0,24,5,875071515
0,25,5,875071541
0,26,4,875071541
0,27,4,875071561
0,28,4,875071561
0,29,5,875071589
0,30,5,875071608
0,31,1,875071713
0,32,2,875071713
0,33,3,875071713
0,34,2,875071713
0,35,2,875071713
0,36,2,875071749
0,37,4,875071805
0,38,5,875071805
0,39,4,875071823
0,40,4,875071843
0,41,4,875071898
0,42,3,875071898
0,43,3,875071927
0,44,3,875072002
0,45,4,875072125
0,46,4,875072125
0,47,5,875072125
0,48,3,875072144
0,49,5,875072173
0,50,4,875072173
0,51,4,875072173
0,52,4,875072205
0,53,4,875072235
0,54,5,875072262
0,55,3,875072262
0,56,4,875072262
0,57,2,875072262
0,58,4,875072303
0,59,4,875072303
0,60,5,875072370
0,61,3,875072370
0,62,3,875072370
0,63,5,875072404
0,64,4,875072404
0,65,4,875072404
0,66,4,875072404
0,67,5,875072442
0,68,4,875072442
0,69,3,875072442
0,70,5,875072484
0,71,1,875072484
0,72,4,875072520
0,73,4,875072520
0,74,5,875072520
0,75,4,875072547
0,76,5,875072547
0,77,3,875072547
0,78,4,875072547
0,79,4,875072573
0,80,3,875072573
0,81,4,875072631
0,82,1,875072631
0,83,4,875072688
0,84,5,875072688
0,85,5,875072688
0,86,4,875072716
0,87,5,875072716
0,88,5,875072865
0,89,4,875072865
0,90,4,875072865
0,91,3,875072895
0,92,4,875072895
0,93,4,875072895
0,94,4,875072923
0,95,4,875072956
0,96,5,875072956
0,97,5,875072956
0,98,2,875072956
0,99,4,875073067
0,100,2,875073067
0,101,5,875073067
0,102,4,875073128
0,103,3,875073128
0,104,3,875073128
0,105,3,875073180
0,106,3,875073180
0,107,2,875073180
0,108,4,875073180
0,109,3,875073198
0,110,5,875073198
0,111,2,875240677
0,112,2,875240739
0,113,2,875240799
0,114,5,875240920
0,115,3,875240993
0,116,1,875241390
0,117,3,875241390
0,118,4,875241390
0,119,3,875241498
0,120,1,875241619
0,121,4,875241619
0,122,1,875241619
0,123,1,875241637
0,124,5,875241687
0,125,5,875692927
0,126,4,875692955
0,127,1,875692979
0,128,1,875692992
0,129,1,875693007
0,130,3,875693118
0,131,5,876892196
0,132,4,876892355
0,133,3,876892425
0,134,3,876892425
0,135,5,876892425
0,136,5,876892468
0,137,5,876892636
0,138,4,876892654
0,139,3,876892676
0,140,5,876892701
0,141,5,876892701
0,142,4,876892743
0,143,3,876892774
0,144,5,876892817
0,145,4,876892818
0,146,2,876892818
0,147,5,876892855
0,148,3,876892856
0,149,5,876892856
0,150,2,876892896
0,151,4,876892918
0,152,5,876892918
0,153,4,876892946
0,154,2,876892946
0,155,4,876893008
0,156,1,876893031
0,157,3,876893054
0,158,3,876893098
0,159,5,876893098
0,160,3,876893119
0,161,3,876893145
0,162,3,876893171
0,163,3,876893171
0,164,4,876893205
0,165,4,876893205
0,166,3,876893206
0,167,3,876893206
0,168,3,876893230
0,169,4,876893230
0,170,3,876893230
0,171,5,877482427
0,172,1,878541392
0,173,5,878541637
0,174,5,878541803
0,175,3,878541970
0,176,4,878542075
0,177,2,878542201
0,178,4,878542231
0,179,3,878542282
0,180,4,878542300
0,181,1,878542327
0,182,2,878542383
0,183,4,878542420
0,184,4,878542420
0,185,4,878542420
0,186,1,878542420
0,187,4,878542441
0,188,1,878542441
0,189,5,878542459
0,190,3,878542478
0,191,3,878542515
0,192,2,878542552
0,193,1,878542552
0,194,5,878542589
0,195,5,878542589
0,196,3,878542608
0,197,4,878542678
0,198,4,878542699
0,199,3,878542699
0,200,5,878542717
0,201,5,878542738
0,202,2,878542738
0,203,1,878542772
0,204,2,878542791
0,205,4,878542791
0,206,1,878542845
0,207,4,878542845
0,208,1,878542845
0,209,2,878542845
0,210,2,878542869
0,211,4,878542869
0,212,1,878542869
0,213,4,878542889
0,214,4,878542909
0,215,3,878542909
0,216,3,878542960
0,217,5,878542960
0,218,3,878542960
0,219,5,878542960
0,220,3,878542960
0,221,4,878542960
0,222,4,878542960
0,223,1,878543006
0,224,2,878543030
0,225,4,878543030
0,226,3,878543075
0,227,1,878543133
0,228,4,878543133
0,229,4,878543176
0,230,1,878543176
0,231,3,878543176
0,232,3,878543196
0,233,2,878543196
0,234,3,878543216
0,235,4,878543238
0,236,2,878543238
0,237,4,878543275
0,238,3,878543308
0,239,5,878543541
0,240,5,878543541
0,241,5,878543541
0,242,5,878543541
0,243,5,878543541
0,244,5,878543541
0,245,5,878543541
0,246,5,878543541
0,247,5,878543541
0,248,5,878543541
0,249,4,878873388
0,250,5,878873389
0,251,1,885345728
0,252,2,885345822
0,253,3,887431647
0,254,2,887431672
0,255,4,887431883
0,256,5,887431908
0,257,5,887431921
0,258,5,887431973
0,259,2,887431973
0,260,4,887432020
0,261,5,888732827
0,262,4,888732908
0,263,5,888732909
0,264,3,888732928
0,265,5,889751633
0,266,5,889751711
0,267,5,889751711
0,268,4,889751712
0,269,3,889751712
0,270,1,889751736
1,272,4,888549960
1,250,3,888549961
1,273,3,888550065
1,274,3,888550066
1,275,3,888550252
1,276,3,888550631
1,277,4,888550631
1,278,4,888550774
1,279,4,888550774
1,280,1,888550774
1,281,4,888550774
1,282,4,888550774
1,171,4,888550774
1,283,4,888550871
1,24,3,888550871
1,13,4,888550871
1,284,3,888550871
1,285,4,888550939
1,286,5,888550939
1,16,4,888551062
1,287,4,888551164
1,288,4,888551174
1,289,3,888551235
1,252,4,888551341
1,290,3,888551441
1,291,3,888551441
1,292,3,888551441
1,293,3,888551497
1,294,4,888551552
1,295,3,888551647
1,296,4,888551647
1,297,3,888551647
1,298,1,888551648
1,37,4,888551648
1,299,4,888551745
1,267,4,888551853
1,7,4,888551853
1,130,2,888551853
1,38,4,888551922
1,300,4,888551922
1,301,4,888552017
1,36,4,888552017
1,40,5,888552084
1,17,5,888552084
1,302,5,888552084
1,265,5,888552084
1,303,5,888552084
1,304,5,888552084
1,242,5,888552084
1,9,5,888552084
1,305,5,888552084
1,306,5,888552084
1,307,4,888979061
1,253,5,888979061
1,308,4,888979197
1,309,4,888979197
1,310,3,888979353
1,311,5,888979693
1,312,3,888979945
1,313,1,888980029
1,314,1,888980085
2,308,2,889236939
2,306,2,889236939
2,316,2,889236939
2,317,4,889236939
2,125,3,889236961
2,318,1,889236983
2,279,3,889236983
2,319,3,889237004
2,320,3,889237004
2,275,2,889237026
2,250,2,889237026
2,321,2,889237026
2,322,1,889237055
2,253,2,889237055
2,323,2,889237055
2,324,3,889237076
2,325,3,889237122
2,326,3,889237122
2,327,1,889237122
2,328,3,889237141
2,329,4,889237174
2,330,1,889237198
2,281,3,889237199
2,298,2,889237224
2,331,1,889237224
2,274,3,889237224
2,254,3,889237224
2,332,2,889237224
2,34,1,889237247
2,333,2,889237247
2,334,3,889237247
2,335,1,889237269
2,336,2,889237269
2,337,3,889237269
2,338,3,889237269
2,339,2,889237297
2,32,2,889237297
2,340,2,889237297
2,341,1,889237297
2,342,3,889237315
2,343,4,889237455
2,344,5,889237455
2,345,4,889237455
2,346,4,889237455
2,347,5,889237455
2,31,4,889237455
2,348,4,889237455
2,349,5,889237455
2,350,5,889237455
2,351,5,889237455
2,352,4,889237482
2,353,5,889237482
2,354,2,889237482
3,250,5,892001374
3,275,4,892001445
3,308,5,892001445
3,344,3,892001537
3,254,4,892001690
3,279,5,892002352
3,348,5,892002352
3,346,5,892002352
3,355,5,892002352
3,356,5,892002352
3,357,5,892002352
3,358,5,892002353
3,320,5,892002353
3,333,5,892002353
3,277,5,892002353
3,214,3,892003374
3,359,3,892003459
3,360,4,892003525
3,17,5,892003526
3,32,3,892004275
3,31,4,892004275
3,361,2,892004275
3,298,5,892004409
4,126,4,875635064
4,249,4,875635174
4,362,4,875635174
4,39,4,875635189
4,363,3,875635225
4,364,3,875635225
4,16,5,875635239
4,8,3,875635265
4,37,3,875635318
4,203,3,875635327
4,242,5,875635349
4,12,5,875635350
4,365,1,875635372
4,29,4,875635384
4,366,3,875635416
4,367,3,875635431
4,368,1,875635431
4,112,3,875635443
4,369,1,875635457
4,202,2,875635723
4,89,3,875635723
4,13,4,875635748
4,11,5,875635757
4,17,4,875635758
4,370,1,875635807
4,371,3,875635807
4,372,1,875635807
4,90,3,875635895
4,373,2,875635907
4,374,3,875635907
4,156,2,875635947
4,176,2,875635947
4,375,3,875635947
4,136,3,875635962
4,231,3,875635962
4,376,1,875635962
4,54,4,875636014
4,70,5,875636033
4,377,4,875636033
4,163,3,875636053
4,184,3,875636070
4,239,5,875636070
4,153,4,875636099
4,378,2,875636099
4,379,3,875636099
4,214,3,875636099
4,1,5,875636130
4,110,5,875636130
4,108,3,875636141
4,380,3,875636152
4,381,4,875636167
4,382,2,875636167
4,383,4,875636185
4,109,4,875636198
4,384,3,875636230
4,385,2,875636230
4,386,2,875636265
4,387,5,875636265
4,182,2,875636281
4,388,3,875636281
4,180,3,875636297
4,389,5,875636308
4,390,5,875636340
4,135,5,875636360
4,170,5,875636375
4,102,5,875636375
4,391,1,875636375
4,392,3,875636389
4,91,4,875636389
