0,0,5
0,1,5
0,2,5
0,3,4
0,4,5
0,5,4
0,6,4
0,7,5
0,8,4
0,9,5
0,10,1
0,11,5
0,12,5
0,13,5
0,14,4
0,15,5
0,16,5
0,17,5
1,19,4
1,20,4
1,21,5
1,22,5
1,23,4
1,24,5
1,25,5
1,26,5
1,27,5
1,28,5
1,29,5
1,30,4
1,31,5
1,32,5
1,33,4
1,34,5
1,35,5
1,36,4
1,37,5
1,38,5
2,40,4
2,41,5
2,42,5
2,43,5
2,44,5
2,45,5
2,46,5
2,47,5
2,48,5
2,49,5
2,50,5
2,51,5
2,52,4
2,53,5
2,54,5
2,55,5
2,56,5
2,57,5
2,4,5
2,58,5
2,59,5
2,60,5
3,62,2
3,63,3
3,64,3
3,65,4
3,66,4
3,67,4
3,68,4
3,69,4
3,70,3
3,71,4
3,72,5
3,73,3
3,74,2
3,75,4
3,76,3
3,77,4
3,78,3
3,79,3
3,35,4
4,81,5
4,82,5
4,83,5
4,84,5
4,85,4
4,86,3
4,87,4
4,88,5
4,89,4
4,90,5
4,91,5
4,92,5
4,93,5
4,94,5
4,46,5
4,95,5
4,96,5
4,51,5
4,97,4
5,99,5
5,100,5
5,101,5
5,102,4
5,103,5
5,104,5
5,105,5
5,106,4
5,107,5
5,108,5
5,109,5
5,110,5
5,111,4
5,112,5
5,113,5
5,114,5
5,18,5
5,115,5
5,116,4
5,117,5
5,118,3
5,119,5
5,120,5
5,121,5
5,122,5
5,123,5
5,124,1
6,126,4
6,127,4
6,128,4
6,129,4
6,130,3
6,131,2
6,132,5
6,133,4
6,134,4
6,135,4
6,136,3
6,137,3
6,138,3
6,139,4
6,140,4
6,141,4
6,142,5
6,143,3
6,24,5
6,144,4
6,145,3
7,147,5
7,148,3
7,149,4
7,150,1
7,151,4
7,152,4
7,153,5
7,154,3
7,155,5
7,156,3
7,157,2
7,158,3
7,159,5
7,160,4
7,161,3
7,162,5
7,163,5
7,164,5
7,165,5
7,166,3
7,0,5
7,167,5
7,168,5
7,169,5
7,170,5
7,171,5
7,172,5
7,173,5
7,125,5
8,175,4
8,176,5
8,177,3
8,178,4
8,179,4
8,180,4
8,181,2
8,182,3
8,183,4
8,184,5
8,185,5
8,186,5
8,187,5
8,188,4
8,189,5
8,190,3
8,191,4
8,192,4
8,193,4
8,194,5
8,195,5
8,196,4
8,197,5
8,198,4
8,199,4
8,200,3
8,201,3
8,202,5
8,203,4
9,205,5
9,206,4
9,207,5
9,208,5
9,209,5
9,210,3
9,211,4
9,212,5
9,213,5
9,214,5
9,215,3
9,216,5
9,217,5
9,218,5
9,219,5
9,220,5
9,29,5
9,221,5
9,222,5
9,223,5
9,224,5
9,225,5
9,226,2
9,227,5
10,229,5
10,230,3
10,231,2
